STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,Mmpr,Mmpr,Mmpr;0,VAMmpr;0,0,,Maccrady Shale and Price Formation,Mississippian,"Maccrady Shale and Price Formation - Includes: Maccrady Shale: Dusky-red and green shale and mudstone; and evaporite deposits. Price Formation: Sandstone, conglomeratic sandstone, and shale with carbonaceous partings and impure coal beds.",,Includes Devonian shale in Giles County; Appalachian Plateaus and Valley and Ridge: From expanded explanation (ref. VA002):Maccrady Shale and Price Formation. Refer to individual units for descriptions.,VA003,sandstone,shale,mudstone; coal; evaporite,VA001VA002 VA003
VA,Mp,Mp,Mp;0,VAMp;0,0,,Pennington Group,Mississippian,"Pennington Group - Shale, sandstone, dusky-red mudstone, conglomerate, siltstone, and limestone.",,"Includes Bluestone, Princeton and Hinton Formations; Appalachian Plateaus and Valley and RidgeFrom expanded description (ref. VA002):Pennington Group (Campbell, 1893). Bluestone Formation, Princeton Sandstone, and Hinton Formation. Raised to Group rank by Harris and Miller (1958). The group consists of shale, sandstone, mudstone, conglomerate, siltstone, minor limestone, and coal locally. The shale, siltstone, and mud stone are gray to black and shades of red, and mottled red and gray. The sandstone is locally quartzose and conglomeratic, and ranges from shades of gray to brown, and only locally mottled within red shales; many sandstones pinch out southwestward in the Tazewell County area, but two persist farther west and southwest. The limestone is gray to brown, generally near the middle of the group, and is the most widespread marine unit. The Bluestone and Hinton For ma tions thin to the westsouthwest in southwestern Virginia; the widespread sandstoneand limestone members nearly converge southwestward to with in 80 feet of each other from about 600 feet of separation in northern Tazewell County. The Princeton Sandstone wedges out in Tazewell County.     The top of the Pennington Group is intertonguing to unconform ble with the overlying Lee Formation in the western part of the Southwest Virginia coalfield; basal contact is conformable. The Group thins westward; variation in thicknesspartly due to intertonguing and the unconformity. The Pennington Group ranges from 235 feet in thickness without the Pinacle Overlook Member of the Lee (as interpreted from Vanover and others, 1989) in the south west to 2355 feet (Trent and Spencer, 1990) in Tazewell County and 1335 feet in a partial section in Washington County (Bartlett and Webb, 1971), where it is mapped as the Pennington Formation.Bluestone Formation (Campbell, 1896). Sand stone, siltstone, shale, mudstone, minor limestone, coal, and underclay. Sand stone, argillaceous, micaceous, locally quartzose, verylight to dark-gray, light-olive- to greenish-gray, yellowish-orange to dark-yellowish-brown, moderate-red, very-fine- to medium-grained, thin- to very-thick-bedded, cross-bedded, locally ripple-bedded, interbedded with shale and siltstone; forms ledges and cliffs. Sand stone in middle of formation in Scott and Russell counties is conglomeratic with quartzite pebbles and other rock clasts (Evans and Troensegarrd, 1991; Nolde and Diffenbach, 1988). Upper part intertongued withLee in northern Lee County (Miller and Roen, 1973). Siltstone,shale, and mudstone, partly calcareous, greenish-gray, dark gray to grayish-black, pale- to moderate-red and mottled red and greenish-gray; siderite nodules in variegated shales andsilt stones; fossils in dark-gray shale (Englund, 1968). Limestone, argillaceous, medium-gray, thin, lenticular, fossiliferous, in middle of formation, and in thin discontinuous beds at the base of the formation in the sub sur face in western Tazewell and eastern Buchanan Counties (Englund, 1981). Thin coal bed in upper part of formation in northern Lee County (Miller and Roen, 1973); coal and impure coal in thin discontinuous beds in middle of formation in northern Tazewell County; underlain by underclay, locally as much as three feet thick, with root casts (Englund, 1968). Top un con form able with the overlying Lee Formation in northwestern Wise and Dickenson counties and extreme northwestern Buchanan County but is intertonguing to the southeast (Mill er, 1974) and southwest in northern Lee County (Miller and Roen, 1973). Base conformable with the underlying Princeton Sandstone in northern Tazewell County, but is disconformable to the southwest because the Princeton wedges out southwestward in Tazewell County and the Bluestone lies on the Hinton Formation (Englund and Thomas, 1990). Bluestone thins northwestward and ranges in thickness from 40 feet in southwestern Lee County (Englund, Landis, and Smith, 1963) to as much as 850 feet to the northeast in Tazewell County (Englund and Thomas, 1990).Princeton Sandstone (Campbell and Mendenhall, 1896).Sandstone, light-gray to light-greenish-gray, weathered locally to pale-reddish-brown, fine- to coarse-grained, thin- to very thick- bedded, locally cross-bedded, calcite cemented, becomes friable upon weathering, contains conglomerate lenses as much as two feet thick with well-rounded to angular pebbles of quartz, shale, silt stone, limestone, chert, and ironstone; fossils in limestone clasts (Englund, 1968, 1979; Trent and Spencer,1990). Wedges out southwestward in west-central Tazewell County (Englund, 1979). The Princeton as mapped in Lee County and southwestern Scott County (Harris and Miller, 1958; Miller and Roen, 1973) is a different sandstone. The Princeton ranges from 0 to 60 feet in thickness.Hinton Formation (Campbell and Mendenhall, 1896).Shale, siltstone, mudstone, sandstone, limestone, minor coal, underclay. Shale, siltstone, and mudstone, partly calcareous, grayish-red, medium-gray, and greenish-gray, fossiliferous. Sandstone, quartzose, feldspathic, very-light- to medium-light gray,greenish-gray, yellowish-brown, pale- to moderate-red, locally mottled, very-fine- to medium-grained, thin- to very thick- bedded, contains quartz-pebble con lomerate, tree trunk impressions, and coal fragments; cobbles in lowest member locally; interbedded with dark-gray to grayish-black shale. A widespread conglomeratic sandstone in the upper part of the formation has been misidentified as the stratigraphically higher Princeton Sandstone (Englund, 1979). Limestone, argillaceous, light-grayish-brown, medium-gray, thin-bedded, nodular, very fossiliferous, contains marine fossils of Chesterian age and is most widespread marine unit (Little Stone Gap Member) in the Hinton (Englund, 1979). Base conformable. The formation ranges from 164 feet in thickness in southwestern Lee County to 1320 feet in northern Tazewell County (Englund, 1968, 1979).	",VA003,shale,sandstone,mudstone; conglomerate; siltstone; limestone,VA001 VA002VA003
VA,Mpbg,Mpbg,Mpbg;0,VAMpbg;0,0,,Petersburg Granite,Mississippian,Petersburg Granite - Granite,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Petersburg Granite. Light- to dark-gray to pink, fine- to coarse-grained, equigranular to porphyritic, foliated to nonfoliated, ranges from granite to granodiorite in composition; multiple intrusive phases are present. The granite contains xenoliths of biotite gneiss and amphibolite. Mineralogy: quartz + sodic plagioclase + potassium feldspar + biotite ñ hornblende; accessory minerals include ilmenite, magnetite, pyrite, zircon, apatite, titanite, muscovite, and fluorite (Goodwin, 1970; Daniels and Onuschak, 1974; Wright and others, 1975). Current mapping restricts the Petersburg Granite to a contiguous unit that crops out in the Cities of Richmond and Petersburg; this roughly corresponds to one of four discrete plutons mapped as Petersburg Granite on the 1963 Geologic Map of Virginia. Samples from within this pluton were dated at 330ñ8 Ma (U-Pb zircon; Wright, and others, 1975). The northwestern edge of the pluton is mylonitized along the Hylasfault zone (Bobyarchick and Glover, 1979).",VA003,granite,,,VA001VA002 VA003
VA,mpg,mpg,mpg;0,VAmpg;0,0,,Migmatitic Paragneiss,Proterozoic,Migmatitic paragneiss.,,"Central PiedmontFrom expanded explanation (ref. VA002):Migmatitic paragneiss. Leucocratic to mesocratic, medium- to coarse-grained layered gneiss contains interlayered biotite-rich and quartzofeldspathic zones, locally migmatitic;includes lesser amounts of biotite schist, muscovite schist, and thin lenticular amphibolite bodies. Mineralogy: biotite + muscovite + plagioclase + potassium feldspar + garnet ñ hornblende.",VA003,paragneiss,,,VA001 VA002VA003
VA,Mpo,Mpo,Mpo;0,VAMpo;0,0,,Pocono Formation,Mississippian,"Pocono Formation - Sandstone, conglomeratic sandstone, and shale with carbonaceous partings and impure coal beds.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Pocono Formation (Lesley, 1876). Quartzitic sandstone, light-gray or tan, medium- to coarse-grained, locally conglomeratic, thick-bedded, resistant, interbedded with thin, gray, organic shale and a few very-thin coal beds. Conformable with underlying Hampshire Formation; formation present northeast of Alleghany and Roanoke Counties.Thickness may exceed 750 feet. It is laterally equivalent to the Price Formation to the southwest.",VA003,sandstone,shale,coal,VA001 VA002VA003
VA,Mpr,Mpr,Mpr;0,VAMpr;0,0,,Price Formation,Mississippian,"Price Formation - Sandstone, conglomeratic sandstone, and shale with carbonaceous partings and impure coal beds.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. Va002):Price Formation (Campbell, 1894). Sandstone, quartzarenite, conglomerate, siltstone, shale, limestone, and coal. Sandstone, feldspathic, slightly micaceous, light-gray to medium-gray, weathers olive-gray to greenish-gray, few grayish-red beds, very-fine- to medium-grained, thin- to thick-bedded, cross-laminated in upper part of formation,locally conglomeratic with quartz pebbles and granules. The lowest part of the Price contains quartz pebble conglomerate and quartzarenite, with marine fossils in basal beds. Formation becomes finer grained to the southwest. Sandstone is dominant in the upper half of formation. Siltstone and silty shale, partly calcareous, locally pyritic and glauconitic, greenish-gray, medium-dark-gray to light-olive-gray, locally black and carbonaceous, laminated to medium-bedded, hard, hackly, fissile to platy, fossiliferous; interbedded with sandstone. Limestone, rare, argillaceous, arenaceous, very- thin beds, as much as six inches thick, in interbedded siltstones and shales (Bartlett, 1974, p. 83-84). Coal in upper part of formation (Bartholomew and Brown, 1992; Bartlett, 1974; Cooper, 1944). The Price is a westward thinning clastic wedge (Bartlett, 1974, p. 170) that is equivalent to part of the Grainger Formation in the southwesternmost part of Virginia. It overlies the Chemung Formation from southwestern Washington County to the north east and the Brallier Formation or the Chattanooga Shale to the southwest. Base is conformable, placed at the base of a conglomerate northeast of Lee County (Bartlett, 1974). Thickness is variable; it is 250 feet thick in Lee County, 185 feet thick (Henika, 1988) in Scott County and as much as 1800 feet thick (Campbell and others, 1925) in Montgomery County.",VA003,sandstone,shale,siltstone; limestone; conglomerate; coal,VA001 VA002VA003
VA,msg,msg,msg;0,VAmsg;0,0,,Miocene Sand and Gravel,Tertiary,"Miocene Sand and Gravel - Sandy gravel, sand, silt, and clay.",,"Coastal PlainFrom expanded explanation (ref. VA002):Miocene sand and gravel. Fine- to coarse-grained sand, sandy gravel, silt, and clay, gray to light-yellowish-gray, commonly oxidized to yellowish-orange and yellowish-brown;pebbles and cobbles are deeply etched. Commonly caps interfluves at northwestern edge of Coastal Plain and constitutes thin Coastal Plain outliers in easternmost Pied montwhere deposits directly overlie weathered crystalline rocks. In part, may represent a fluvial to marginal-marine facies of the Choptank Formation. Thickness is 0 to 30 feet.",VA003,gravel,sand,silt; clay or mud,VA001 VA002VA003
VA,mss,mss,mss;0,VAmss;0,0,,Metasandstone and Metasiltstone,Proterozoic Z-Cambrian,Metasandstone and metasiltstone.,,"Western Piedmont, Central.From expanded explanation (ref. VA002):Metasandstone and metasiltstone (Pavlides, 1990). Quartz- and plagioclase-bearing metasandstone and metasiltstone are interbedded with chlorite- and muscovite-rich laminae; unit grades into phyllonite and mylonite in the Mountain Run fault zone.",VA003,metasedimentary rock,meta-argillite,,VA001 VA002VA003
VA,my,my,my;0,VAmy;0,0,,"Mylonite, Mylonite Gneiss, and Cataclastic Rocks",Proterozoic - Paleozoic ?,"Mylonite, mylonite gneiss, and cataclastic rocks.",,"From expanded explanation (ref. VA002):Mylonite. Includes protomylonite, mylonite, ultramylonite, and cataclastic rocks. Lithology highly variable, depending on the nature of the parent rock, and on intensiveparameters and history of deformation. In most mapped belts of mylonite and cataclastic rock (my), tectonized rocks anastomose around lenses of less-deformed or undeformed rock. In the Blue Ridge, some of these lenses are large enough to show at 1:500,000 scale. In many places mylonitic and cataclastic rocks are gradational into less deformed or undeformed adjacent rocks, and location of contacts between tectonized rocks (my) and adjacent units is approximate or arbitrary. These boundaries are indicated on the map by color-color joins with superimposed shear pattern. Most mapped belts of mylonite represent fault zones with multiple movement histories. In the Blue Ridge, Paleozoic agecontractional deformation fabrics are superimposed on Late Precambrian extensional fabrics (Simpson and Kalaghan, 1989; Bailey and Simpson, 1993). Many Piedmont mylonite zones contain dextral-transpressional kinematic indicators that formed during Late Paleozoic collision al tectonics (Bobyarchick and Glover, 1979; Gates and others, 1986). Paleozoic and older faults were reactivated in many places to form extensional faults during the Mesozoic (Bobyarchick and Glover, 1979).",VA003,mylonite,gneiss,cataclastite,VA001 VA002VA003
VA,Mz,Mz,Mz;0,VAMz;0,0,,Mississippian Formations Undivided,Mississippian,"Mississippian Formations Undivided - Includes Pennington Group, Bluefield Formation, Greenbrier Limestone, Maccrady Shale and Price Formation;  Includes Newman Limestone, Fort Payne Chert, and Grainger Formation in western Lee County",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation (ref. VA002):Mississippian formations undivided: Pennington Group, Bluefield Formation, Greenbrier Limestone, Maccrady Shale, and Price Formation; includes Newman Limestone, Fort Payne Chert, and Grainger Formation in western Lee County. Refer to individual units for descriptions.",VA003,shale,limestone,sandstone; siltstone; dolostone (dolomite); conglomerate; mudstone; arenite; coal; evaporite; chert,VA001 VA002VA003
